Row Labels,Acute Viral Hepatitis A,Acute Viral hepatitis B,Acute Viral hepatitis C,Acute Viral Hepatitis E,Avian Influenza,Botulism,Campylobacter enteritis,Campylobacterenterosis,Chikungunya,Chikungunya Fever,Cholera,Dengue Fever,Dengue Haemorrhagic Fever,Diphtheria,Ebola Virus Disease,Encephalitis,Haemophilus influenzae type b,"Hand, Foot Mouth Disease",HFMD,Japanese Encephalitis,Legionellosis,Leptospirosis,Malaria,Measles,Melioidosis,Meningococcal Infection,Mumps,Murine Typhus,Nipah,Nipah virus infection,Paratyphoid,Pertussis,Plague,Pneumococcal Disease (invasive),Poliomyelitis,Rubella,Salmonellosis(non-enteric fevers),SARS,Tetanus,Typhoid,Viral Hepatitis A,Viral Hepatitis E,Yellow Fever,Zika,Zika Virus Infection,Grand Total
2020-W50,0,0,1,0,0,0,10,,0,,0,227,0,0,0,0,0,,0,0,0,1,0,0,0,0,5,0,0,,0,0,0,0,0,0,41,0,0,0,,,0,0,,285
2020-W51,0,0,0,0,0,0,10,,0,,0,236,0,0,0,0,0,,0,0,0,2,0,0,3,0,4,0,0,,0,0,0,0,0,0,40,0,0,0,,,0,0,,295
2020-W52,0,1,0,1,0,0,8,,0,,0,196,0,0,0,0,0,,0,0,1,3,0,0,1,0,2,0,0,,0,0,0,0,0,0,28,0,0,0,,,0,0,,241
2020-W53,1,1,0,0,0,0,19,,0,,0,193,1,0,0,0,0,,0,0,1,1,0,0,0,0,6,0,0,,0,0,0,0,0,0,44,0,0,0,,,0,0,,267
2021-W01,1,0,0,5,0,0,14,,0,,0,194,0,0,0,0,0,,0,0,1,0,0,0,2,0,4,1,0,,0,0,0,0,0,0,22,0,0,0,,,0,0,,244
2021-W02,0,1,0,3,0,0,12,,0,,0,165,1,0,0,0,0,,0,0,0,0,0,0,4,0,7,0,0,,0,0,0,1,0,0,35,0,0,0,,,0,0,,229
2021-W03,0,0,0,1,0,0,13,,0,,0,151,1,0,0,0,0,,0,0,0,3,0,0,3,0,5,0,0,,0,0,0,1,0,0,16,0,0,0,,,0,0,,194
2021-W04,0,0,2,1,0,0,17,,0,,0,135,0,0,0,0,0,,0,0,0,2,0,0,0,0,5,0,0,,0,0,0,0,0,0,18,0,0,0,,,0,0,,180
2021-W05,2,2,0,1,0,0,11,,0,,0,141,0,0,0,0,0,,0,0,0,0,0,0,1,0,4,0,0,,0,0,0,2,0,0,12,0,0,2,,,0,0,,178
2021-W06,1,0,0,0,0,0,20,,0,,0,142,1,0,0,0,0,,0,0,0,0,0,0,1,0,3,1,0,,0,0,0,0,0,0,17,0,0,0,,,0,0,,186
2021-W07,0,2,0,2,0,0,21,,0,,0,148,0,0,0,0,0,,0,0,1,0,0,0,1,0,7,0,0,,0,0,0,2,0,0,18,0,0,0,,,0,0,,202
2021-W08,1,0,0,0,0,0,12,,0,,0,145,1,0,0,0,0,,0,0,0,1,0,0,1,0,5,0,0,,0,0,0,0,0,0,17,0,0,0,,,0,0,,183
2021-W09,0,0,0,1,0,0,16,,0,,0,139,1,0,0,0,0,,0,0,0,0,0,0,1,0,3,0,0,,0,0,0,0,0,0,20,0,0,0,,,0,0,,181
2021-W10,0,0,1,1,0,0,14,,0,,0,145,0,0,0,0,0,,0,0,0,0,0,0,1,2,2,0,0,,0,0,0,0,0,0,23,0,0,0,,,0,0,,189
2021-W11,0,0,0,1,0,0,8,,0,,0,129,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,32,0,0,0,,,0,0,,171
2021-W12,0,1,0,1,0,0,15,,0,,0,120,0,0,0,0,0,,0,0,0,1,0,0,0,0,2,1,0,,0,0,0,0,0,0,21,0,0,0,,,0,0,,162
2021-W13,0,0,0,0,0,0,7,,0,,0,113,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,22,0,0,0,,,0,0,,144
2021-W14,1,0,0,1,0,0,16,,0,,0,102,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,0,0,,0,0,0,1,0,0,25,0,0,0,,,0,0,,150
2021-W15,0,0,0,0,0,0,12,,0,,0,112,0,0,0,0,0,,0,0,0,1,0,0,4,0,2,0,0,,1,0,0,0,0,0,20,0,0,0,,,0,0,,152
2021-W16,0,2,0,0,0,0,10,,0,,0,128,1,0,0,0,0,,0,0,0,1,0,0,2,0,4,0,0,,1,0,0,0,0,0,29,0,0,0,,,0,0,,178
2021-W17,0,0,1,2,0,0,13,,0,,0,84,0,0,0,0,0,,0,0,0,0,0,0,1,0,5,0,0,,0,0,0,0,0,0,29,0,0,0,,,0,0,,135
2021-W18,1,0,0,0,0,0,17,,0,,0,117,0,0,0,0,0,,0,0,1,1,0,0,3,0,7,0,0,,0,0,0,0,0,0,23,0,0,0,,,0,0,,170
2021-W19,0,1,0,3,0,0,8,,0,,0,92,0,0,0,0,0,,0,0,0,0,0,0,1,0,6,0,0,,0,0,0,3,0,0,24,0,0,0,,,0,0,,138
2021-W20,0,0,1,1,0,0,13,,0,,0,116,3,0,0,0,0,,0,0,1,1,0,0,1,0,6,0,0,,0,0,0,0,0,0,17,0,0,0,,,0,0,,160
2021-W21,0,1,1,0,0,0,12,,0,,0,130,0,0,0,0,0,,0,0,0,0,0,0,1,0,3,0,0,,0,0,0,0,0,0,16,0,0,0,,,0,0,,164
2021-W22,0,2,0,0,0,0,11,,0,,0,118,0,0,0,0,0,,0,0,0,1,0,0,1,0,3,0,0,,0,0,0,0,0,0,30,0,0,1,,,0,0,,167
2021-W23,0,0,0,1,0,0,16,,0,,0,137,0,0,0,0,0,,0,0,0,0,0,0,1,0,2,1,0,,0,0,0,0,0,0,28,0,0,0,,,0,0,,186
2021-W24,0,0,0,1,0,0,9,,0,,0,135,0,0,0,0,0,,0,0,0,2,1,0,0,0,4,0,0,,0,0,0,0,0,0,17,0,0,0,,,0,0,,169
2021-W25,0,0,0,0,0,0,7,,0,,0,126,1,0,0,0,0,,0,0,0,0,0,0,0,0,4,0,0,,0,0,0,0,0,0,26,0,0,0,,,0,0,,164
2021-W26,1,1,0,2,0,0,15,,0,,0,112,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,,0,0,0,0,0,0,25,0,0,0,,,0,0,,158
2021-W27,0,0,0,0,0,0,20,,0,,0,104,0,0,0,0,0,,0,0,1,0,1,0,1,0,2,0,0,,0,0,0,1,0,0,26,0,0,1,,,0,0,,157
2021-W28,0,1,1,1,0,0,17,,0,,0,75,0,0,0,0,0,,0,0,1,3,0,0,1,0,5,0,0,,0,0,0,0,0,0,12,0,0,3,,,0,0,,120
2021-W29,0,1,0,2,0,0,12,,0,,0,80,0,0,0,0,0,,0,0,0,0,0,0,1,0,5,1,0,,0,0,0,0,0,0,19,0,0,0,,,0,0,,121
2021-W30,0,0,0,2,0,0,21,,0,,0,82,0,0,0,0,0,,0,0,2,0,0,0,3,0,6,0,0,,0,0,0,0,0,0,23,0,0,2,,,0,0,,141
2021-W31,0,0,0,1,0,0,11,,0,,0,70,0,0,0,0,0,,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,1,0,0,29,0,0,0,,,0,0,,114
2021-W32,0,0,0,0,0,0,9,,0,,0,81,0,0,0,0,0,,0,0,1,1,0,0,0,0,3,0,0,,0,0,0,0,0,0,29,0,0,1,,,0,0,,125
2021-W33,1,0,0,1,0,0,17,,0,,0,56,0,0,0,0,0,,0,0,2,0,0,0,0,0,3,0,0,,0,0,0,0,0,0,30,0,0,0,,,0,0,,110
2021-W34,0,0,1,1,0,0,7,,0,,0,53,0,0,0,0,0,,0,0,0,1,0,0,0,0,2,0,0,,0,0,0,0,0,0,36,0,0,0,,,0,0,,101
2021-W35,0,0,0,1,0,0,19,,0,,0,46,0,0,0,0,0,,0,0,0,0,0,0,2,0,2,0,0,,0,0,0,1,0,0,27,0,0,0,,,0,0,,98
2021-W36,1,0,0,2,0,0,18,,0,,0,60,1,0,0,0,0,,0,0,0,0,0,0,4,0,4,0,0,,0,0,0,1,0,0,35,0,0,2,,,0,0,,128
2021-W37,0,0,0,0,0,0,17,,0,,0,74,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,1,0,,0,0,0,2,0,0,19,0,0,0,,,0,0,,120
2021-W38,1,0,1,0,0,0,9,,0,,0,109,1,0,0,0,0,,0,0,0,1,0,0,0,0,8,0,0,,0,0,0,1,0,0,28,0,0,0,,,0,0,,159
2021-W39,1,0,0,1,0,0,15,,0,,0,105,0,0,0,0,0,,0,0,0,0,0,0,2,0,3,1,0,,0,0,0,2,0,0,11,0,0,2,,,0,0,,143
2021-W40,0,1,0,1,0,0,12,,0,,0,104,0,0,0,0,0,,0,0,0,1,0,0,0,0,2,0,0,,0,0,0,2,0,0,18,0,0,0,,,0,0,,141
2021-W41,1,0,0,2,0,0,12,,0,,0,85,0,0,0,0,0,,0,0,0,0,0,0,1,0,3,0,0,,0,0,0,1,0,0,22,0,0,0,,,0,0,,127
2021-W42,0,0,0,1,0,0,10,,0,,0,76,0,0,0,0,0,,0,0,0,1,0,0,0,0,6,0,0,,0,0,0,1,0,0,23,0,0,0,,,0,0,,118
2021-W43,1,0,1,0,0,0,11,,0,,0,75,0,0,0,0,0,,0,0,0,1,0,0,0,0,3,0,0,,0,0,0,1,0,0,19,0,0,0,,,0,0,,112
2021-W44,1,0,0,0,0,0,3,,0,,0,59,0,0,0,0,0,,0,0,0,1,0,0,1,0,3,1,0,,0,0,0,3,0,0,23,0,0,0,,,0,0,,95
2021-W45,0,0,0,0,0,0,10,,0,,0,42,0,0,0,0,0,,0,0,1,1,0,0,1,0,3,0,0,,0,0,0,0,0,0,13,0,0,0,,,0,0,,71
2021-W46,0,1,1,0,0,0,15,,0,,2,56,0,0,0,0,0,,0,0,0,0,0,0,2,0,5,0,0,,0,0,0,0,0,0,18,0,0,2,,,0,0,,102
2021-W47,0,0,1,0,0,0,14,,0,,0,63,0,0,0,0,0,,0,0,0,1,0,0,2,0,4,0,0,,0,0,0,2,0,0,13,0,0,0,,,0,0,,100
2021-W48,0,0,0,0,0,0,10,,0,,0,48,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,0,,0,0,0,1,0,0,13,0,0,0,,,0,0,,75
2021-W49,1,0,0,0,0,0,14,,0,,1,64,1,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,2,0,0,13,0,0,0,,,0,0,,97
2021-W50,2,0,0,1,0,1,14,,0,,0,61,0,0,0,0,0,,0,0,0,1,0,0,1,0,2,0,0,,0,0,0,0,0,0,18,0,0,1,,,0,0,,102
2021-W51,0,0,0,1,0,0,17,,0,,0,68,0,0,0,0,0,,0,0,2,0,0,0,0,0,4,0,0,,1,0,0,0,0,0,21,0,0,0,,,0,0,,114
2021-W52,1,1,4,0,0,0,11,,0,,0,76,0,0,0,0,0,,0,0,0,1,0,0,1,0,2,1,0,,0,0,0,0,0,0,11,0,0,0,,,0,0,,109
